Date,ACES,ADIV,AMOM,AQWA,BMED,BTEC,CGW,CHIH,CLMA,CNRG,CTEX,DTOX,ERTH,ESMV,EUSC,EWJE,EWRE,FEDM,FRNW,FXH,GBLD,GXTG,HTEC,ICLN,IDHD,IDLV,IEIH,IHI,IMFL,JHMH,JPIN,KGRN,LVHI,MID,MXDU,NULG,PBE,PINK,PSCC,PTH,PUI,QCLN,RHS,RNRG,RODM,RYH,SDG,SHFT,SOLR,SPMV,STNC,TAN,UTRN,WNDY,WOOD,XBI,XHE,XLV
2019-05-01,26.20264434814453,,,,,30.850784301757812,33.39852523803711,15.39026165008545,,33.271324157714844,,,36.02854537963867,,26.635156631469727,30.119810104370117,27.021509170532227,,,71.30000305175781,,,,9.673426628112793,23.475860595703125,29.747224807739258,21.85623550415039,36.4405517578125,,30.507225036621094,47.18294906616211,17.256818771362305,22.112117767333984,,26.051250457763672,31.77012062072754,48.375850677490234,,68.05817413330078,77.9800033569336,29.576244354248047,18.54377555847168,121.64824676513672,11.816258430480957,24.74688148498535,184.12110900878906,52.958580017089844,,,26.37554359436035,,25.569334030151367,17.124357223510742,,52.505428314208984,79.24736785888672,74.6695556640625,82.69171905517578
2019-06-01,28.76331329345703,,19.567739486694336,,,33.70511245727539,35.77798843383789,15.32285213470459,,36.52550506591797,,,39.117435455322266,,27.367462158203125,30.901901245117188,27.240755081176758,,,77.44999694824219,,,,10.302830696105957,24.312204360961914,30.606184005737305,23.30661964416504,39.75873947143555,,32.17147445678711,48.67556381225586,17.6275634765625,22.84455680847168,,27.756786346435547,34.02633285522461,53.48224639892578,,69.60970306396484,88.1500015258789,30.255836486816406,20.811220169067383,126.60574340820312,12.663833618164062,25.405475616455078,199.551513671875,55.23781204223633,,,27.82526206970215,,28.159135818481445,18.08433723449707,,57.24046325683594,87.49732208251953,81.7966537475586,87.76992797851562
2019-07-01,29.9836483001709,,19.98847770690918,,,33.991329193115234,35.45307922363281,16.007932662963867,,37.64082717895508,,,38.30278396606445,,27.63882827758789,31.332378387451172,27.89004135131836,,,77.58999633789062,,,25.159767150878906,10.468338012695312,24.217609405517578,30.687604904174805,22.69770050048828,40.72767639160156,,32.579612731933594,48.086063385009766,17.101015090942383,22.906171798706055,,28.237396240234375,34.832130432128906,52.892662048339844,,71.60076904296875,89.12999725341797,30.671058654785156,21.94100570678711,129.1990509033203,12.700387954711914,25.29581069946289,198.30667114257812,55.353599548339844,,,28.384052276611328,,29.39427375793457,18.204334259033203,,55.95870590209961,85.47224426269531,83.236572265625,86.71720886230469
2019-08-01,29.734968185424805,,20.264659881591797,,,32.05686569213867,35.68242263793945,16.74486541748047,,37.76604461669922,,,36.58876037597656,,27.39719581604004,30.492191314697266,28.746417999267578,,,75.45999908447266,,,24.276229858398438,10.604924201965332,23.917015075683594,30.779102325439453,22.505252838134766,41.21378707885742,,31.99027442932129,47.14248275756836,16.184955596923828,22.686311721801758,,27.89055824279785,34.96031951904297,49.96472930908203,,68.62496948242188,86.05000305175781,32.15166091918945,20.973743438720703,131.03494262695312,12.578537940979004,24.83705711364746,193.13999938964844,55.28205108642578,,,28.42540740966797,,30.430194854736328,18.08433723449707,,54.08076858520508,80.17512512207031,79.62715911865234,86.20340728759766
2019-09-01,30.080791473388672,,19.95576286315918,,,30.81328010559082,36.56158447265625,15.567956924438477,,37.65045928955078,,,38.42337417602539,,28.183425903320312,32.41801452636719,29.19386100769043,,,74.0199966430664,,,23.49464225769043,10.63419246673584,24.13483238220215,31.254878997802734,22.184511184692383,40.879798889160156,,31.655296325683594,48.240291595458984,16.20560646057129,23.503320693969727,,28.119873046875,34.87791061401367,47.33658218383789,,71.18931579589844,78.22000122070312,32.81700134277344,21.131664276123047,133.55577087402344,13.040032386779785,25.58024024963379,193.22872924804688,56.441253662109375,,,28.85494613647461,,29.254823684692383,18.571386337280273,,57.0582275390625,76.06510925292969,78.05741119384766,85.75621795654297
2019-10-01,30.48664665222168,,19.93902587890625,,,32.07660675048828,37.84210205078125,17.4241943359375,,37.491703033447266,,,39.462318420410156,,29.237586975097656,33.48476791381836,29.511655807495117,,,76.61000061035156,,,24.109317779541016,10.400044441223145,25.235124588012695,31.923002243041992,23.727651596069336,41.22015380859375,,33.01921463012695,50.242427825927734,16.339824676513672,24.287508010864258,,28.253639221191406,35.71117401123047,50.99399948120117,,69.88556671142578,80.1500015258789,32.52042770385742,21.70923614501953,132.7510528564453,13.367849349975586,26.222501754760742,202.7383575439453,58.98492431640625,,,28.961254119873047,,27.979841232299805,19.023143768310547,,61.27143096923828,81.43502044677734,78.91726684570312,90.52648162841797
2019-11-01,31.6025447845459,,20.350631713867188,,,37.157535552978516,38.061893463134766,16.844181060791016,,38.62108612060547,,,41.0821647644043,,30.248807907104492,34.24282455444336,29.096128463745117,,,83.02999877929688,,,26.397113800048828,10.741510391235352,24.96514320373535,32.07074737548828,25.42965316772461,43.00225067138672,,35.11452865600586,50.827178955078125,16.520030975341797,24.306108474731445,,29.32091522216797,37.26781463623047,55.300960540771484,,72.24363708496094,90.0999984741211,31.635133743286133,22.76096534729004,136.3867645263672,13.226140975952148,26.6353816986084,214.13658142089844,60.512481689453125,,,29.685354232788086,,27.880233764648438,19.566659927368164,,63.11044692993164,93.42630767822266,85.31623840332031,95.05517578125
2019-12-01,32.959590911865234,,19.728275299072266,,,38.03791809082031,39.30418395996094,17.53443717956543,,44.59620666503906,,,43.02943420410156,,30.718900680541992,33.73115539550781,29.013023376464844,,,84.19999694824219,,26.766515731811523,26.482070922851562,11.463465690612793,24.873388290405273,31.507463455200195,25.734336853027344,43.73694610595703,,35.75377655029297,52.1611213684082,17.380714416503906,23.650625228881836,,29.553096771240234,37.945404052734375,55.81060028076172,,76.69990539550781,95.69999694824219,32.32264709472656,24.69574737548828,139.63973999023438,14.164477348327637,26.947336196899414,218.7492218017578,63.27754592895508,,,30.059175491333008,,30.679214477539062,19.07961082458496,,65.19271850585938,94.88282775878906,85.63619232177734,97.31953430175781
2020-01-01,35.68907928466797,,21.17524528503418,,,37.43586730957031,40.460506439208984,17.518489837646484,,44.85783386230469,,,42.76376724243164,,30.093257904052734,33.173118591308594,29.48808479309082,,,82.72000122070312,,26.90086555480957,26.639986038208008,11.910262107849121,25.252662658691406,32.41437911987305,25.497194290161133,43.85631561279297,,35.284446716308594,51.18962860107422,17.72330665588379,24.387344360351562,,30.497644424438477,39.629756927490234,53.991886138916016,,70.1460952758789,90.91999816894531,34.581111907958984,26.196346282958984,139.55661010742188,14.689298629760742,26.66658592224121,215.20828247070312,64.51840209960938,,,30.82630157470703,,32.11919021606445,18.596542358398438,,60.87336730957031,88.90713500976562,85.28923797607422,95.73211669921875
2020-02-01,36.43123245239258,,19.631023406982422,,,36.381778717041016,37.4346923828125,18.64375114440918,,46.33112716674805,,,40.667415618896484,,28.141193389892578,29.899240493774414,27.233163833618164,,,79.2300033569336,,25.552440643310547,25.45461082458496,12.342649459838867,23.06877326965332,30.198904037475586,24.691652297973633,40.02924728393555,,32.96131896972656,46.99299621582031,19.177017211914062,22.81352424621582,,27.78343963623047,37.33399200439453,50.07465362548828,,63.920562744140625,91.05000305175781,30.590251922607422,26.0274658203125,127.06028747558594,13.727158546447754,24.401039123535156,202.24058532714844,62.14891815185547,,,28.115982055664062,,36.43505096435547,16.662912368774414,,55.980098724365234,88.96698760986328,79.96990966796875,89.42659759521484
2020-03-01,28.14695167541504,,18.357284545898438,,,31.036334991455078,32.1589241027832,16.858924865722656,,35.707923889160156,,,32.47181701660156,,21.537395477294922,28.18398666381836,21.334796905517578,,,73.97000122070312,,21.629743576049805,23.48964500427246,9.384737968444824,18.893606185913086,24.997770309448242,23.809036254882812,37.350799560546875,,31.451528549194336,39.88179397583008,16.543413162231445,18.97762107849121,,24.354970932006836,32.631370544433594,46.45720672607422,,61.0546989440918,85.26000213623047,27.329315185546875,19.91796112060547,118.97953033447266,11.75451946258545,20.464191436767578,187.12646484375,55.888328552246094,,,24.609296798706055,,25.205821990966797,15.491015434265137,,46.90514373779297,77.25502014160156,71.66095733642578,85.53511810302734
2020-04-01,33.22796630859375,,20.69769287109375,,,37.88987350463867,34.58344650268555,19.129430770874023,,42.01471710205078,,,37.08317565917969,,24.07174301147461,29.433191299438477,24.440500259399414,,,84.37000274658203,,25.527923583984375,27.52452278137207,10.573798179626465,20.02889633178711,25.742773056030273,26.850830078125,42.67228317260742,,35.72394943237305,42.99527359008789,18.076778411865234,19.657901763916016,,28.219772338867188,37.50061798095703,53.25,,65.83860778808594,98.62000274658203,28.8531494140625,24.382089614868164,129.6240234375,12.571857452392578,21.77337646484375,212.59490966796875,60.7050666809082,,,27.845182418823242,,30.091136932373047,19.204463958740234,,51.291534423828125,93.16692352294922,83.45947265625,96.76923370361328
2020-05-01,35.65388870239258,,22.734716415405273,,,41.18635940551758,36.03816604614258,20.038833618164062,,44.999000549316406,,,40.947994232177734,,25.13875961303711,31.769207000732422,24.14841079711914,,,91.55000305175781,,28.53761100769043,29.797327041625977,11.713724136352539,20.726993560791016,26.540029525756836,28.210363388061523,44.50893783569336,,37.53415298461914,45.13346481323242,17.838808059692383,20.021595001220703,,29.533632278442383,41.370094299316406,58.040000915527344,,70.72201538085938,114.0999984741211,29.787893295288086,26.792409896850586,132.18202209472656,13.099481582641602,22.553321838378906,224.57699584960938,63.05801773071289,,,28.744285583496094,,33.72764587402344,19.849008560180664,,52.66593933105469,103.31263732910156,88.01889038085938,99.95185852050781
2020-06-01,38.57407760620117,,23.966720581054688,,,44.06832504272461,36.251522064208984,23.484569549560547,,48.40401077270508,,,42.521583557128906,,25.19511604309082,31.31661033630371,24.753524780273438,,,90.19999694824219,,30.626445770263672,30.763818740844727,12.30334186553955,20.72333335876465,26.511215209960938,28.267013549804688,43.88898849487305,,36.32477569580078,45.73512649536133,21.317752838134766,20.35030174255371,,29.799901962280273,42.47169494628906,58.27000045776367,,71.23553466796875,122.25,27.927940368652344,29.59117317199707,131.35845947265625,13.406595230102539,22.85972785949707,220.24600219726562,66.26463317871094,,,28.67646598815918,,36.06540298461914,19.849008560180664,,54.059837341308594,111.68260192871094,89.38871765136719,97.09913635253906
2020-07-01,44.717708587646484,,26.88019371032715,,,43.96962356567383,38.59846496582031,24.86865997314453,,56.02421951293945,,,46.0298957824707,,25.379179000854492,30.598739624023438,25.374929428100586,,,95.16000366210938,,33.13599395751953,33.715267181396484,14.213166236877441,21.245847702026367,26.63507652282715,28.329896926879883,48.612796783447266,,38.86871337890625,47.10832595825195,26.089107513427734,20.08277702331543,,31.717241287231445,45.19792175292969,59.0,,72.96817779541016,135.94000244140625,30.05804443359375,34.835330963134766,138.97474670410156,14.40846061706543,23.66805076599121,236.6854248046875,71.62284851074219,,,30.134260177612305,,44.96686553955078,20.51552391052246,,58.7320442199707,109.08589935302734,95.24798583984375,102.830810546875
2020-08-01,53.099178314208984,,29.89238739013672,,,44.34467315673828,39.67495346069336,24.836681365966797,,66.9459457397461,,,50.61122512817383,,26.668743133544922,33.266868591308594,25.843843460083008,,,94.58999633789062,,35.59846496582031,34.431888580322266,16.91761589050293,21.98947525024414,27.81498908996582,28.86924171447754,50.41100311279297,,39.60404586791992,49.38716125488281,28.076505661010742,20.851253509521484,42.821998596191406,32.796897888183594,49.044254302978516,58.66999816894531,,76.50315856933594,130.39999389648438,29.298175811767578,43.24213790893555,144.7978057861328,14.442339897155762,24.857589721679688,239.9419403076172,80.2132797241211,,,31.580142974853516,,56.73557662963867,22.16350555419922,,64.76946258544922,111.56034851074219,96.75778198242188,105.49098205566406
2020-09-01,54.85068893432617,,28.642724990844727,,,47.03614807128906,40.10166931152344,23.71641731262207,,71.61544799804688,,,50.76711654663086,,25.952106475830078,33.87700271606445,24.794784545898438,,,94.73999786376953,,33.3056526184082,35.006587982177734,18.25010108947754,21.269054412841797,27.524843215942383,28.623226165771484,49.70267105102539,,39.040809631347656,48.20104217529297,31.018774032592773,20.484249114990234,42.81999969482422,32.27796173095703,47.10951614379883,56.619998931884766,,71.58536529541016,135.9199981689453,28.355554580688477,44.2805061340332,139.2084503173828,14.345908164978027,24.432754516601562,233.8160858154297,78.81745147705078,,,30.93720245361328,,64.72791290283203,21.350500106811523,,63.569847106933594,111.18120574951172,97.34771728515625,102.7821044921875
2020-10-01,54.734039306640625,,27.564821243286133,,,47.56022644042969,40.29563522338867,23.804359436035156,,73.0482406616211,,,50.61122512817383,,24.97132682800293,32.92984390258789,23.882850646972656,,,95.37999725341797,,33.72341537475586,35.15150833129883,19.30621910095215,21.07602310180664,26.519018173217773,27.341243743896484,49.49399185180664,,38.06494140625,46.959014892578125,33.714111328125,19.92849349975586,42.92100143432617,31.606454849243164,45.859806060791016,56.540000915527344,,74.0267105102539,136.47000122070312,29.859888076782227,47.327491760253906,133.95989990234375,14.511813163757324,23.620849609375,229.99359130859375,76.11885833740234,,,30.023910522460938,,68.70409393310547,21.233312606811523,,62.21289825439453,112.60442352294922,97.3777084350586,99.45369720458984
2020-11-01,69.59481048583984,,30.838665008544922,,27.792999267578125,55.32967758178711,43.85484313964844,23.69443130493164,,93.60414123535156,,,59.470787048339844,,29.06863784790039,36.54997634887695,27.409757614135742,,,102.44000244140625,,41.66883850097656,39.729103088378906,23.22471046447754,23.613698959350586,28.240530014038086,30.16241455078125,51.99226760864258,,41.3572883605957,52.17668914794922,39.757957458496094,21.969297409057617,48.2599983215332,35.3886604309082,51.377052307128906,63.88999938964844,,83.8224868774414,148.64999389648438,30.75093650817871,63.31974792480469,145.92735290527344,16.1220703125,26.08489227294922,249.2052459716797,86.4528579711914,,,32.425865173339844,,84.49894714355469,22.522397994995117,,70.8757095336914,133.00442504882812,105.96662902832031,107.35832977294922
